string_id,String,Ref. Ten. (lbs),Swing Speed,Material,Stiffness (lb/in),Tension Loss (%),Spin Potential
Dunlop Explosive 16 - 62 - Fast,Dunlop Explosive 16,62,Fast,Polyester,248.6,32.7,4.8
Dunlop Explosive Poly Max 16 - 62 - Fast,Dunlop Explosive Poly Max 16,62,Fast,Nylon/Polyester,177.2,21.2,3.4
Dunlop Explosive Synthetic 16 - 62 - Fast,Dunlop Explosive Synthetic 16,62,Fast,Nylon,200.6,20.9,3.6
Dunlop Explosive Synthetic Gut 17 - 62 - Fast,Dunlop Explosive Synthetic Gut 17,62,Fast,Nylon,213.2,16.6,
Wilson Extreme 16 Synthetic Gut - 62 - Fast,Wilson Extreme 16 Synthetic Gut,62,Fast,Nylon,201.7,19.5,3.2
Head Fibergel Power 16 - 62 - Fast,Head Fibergel Power 16,62,Fast,Nylon,184.0,27.1,3.0
Head Fibergel Power 17 - 62 - Fast,Head Fibergel Power 17,62,Fast,Nylon,180.0,23.5,3.1
Head Fibergel Spin 16 - 62 - Fast,Head Fibergel Spin 16,62,Fast,Nylon,188.6,21.8,3.5
Babolat FiberTour 16 - 62 - Fast,Babolat FiberTour 16,62,Fast,Nylon,181.7,19.6,3.1
Signum Pro Firestorm 1.25 - 62 - Fast,Signum Pro Firestorm 1.25,62,Fast,Polyester,220.6,40.6,4.8
MSV Focus Evo 16 - 62 - Fast,MSV Focus Evo 16,62,Fast,Polyester,260.0,36.4,4.9
MSV Focus Evo 17 - 62 - Fast,MSV Focus Evo 17,62,Fast,Polyester,237.7,40.7,4.5
MSV Focus Hex 17L (1.18) - 62 - Fast,MSV Focus Hex 17L (1.18),62,Fast,Polyester,242.3,24.2,6.5
MSV Focus Hex Soft 17 (1.25) - 62 - Fast,MSV Focus Hex Soft 17 (1.25),62,Fast,Polyester,248.0,25.7,6.3
Head FXP 16 - 62 - Fast,Head FXP 16,62,Fast,Nylon/Polyester,188.0,20.5,3.8
Head FXP 17 - 62 - Fast,Head FXP 17,62,Fast,Nylon,194.3,19.1,4.1
Head FXP Power 16 - 62 - Fast,Head FXP Power 16,62,Fast,Nylon,198.9,21.2,4.6
Head FXP Power 17 - 62 - Fast,Head FXP Power 17,62,Fast,Nylon,176.0,19.3,4.5
Head FXP Tour 16 - 62 - Fast,Head FXP Tour 16,62,Fast,Nylon/Polyester,129.2,20.7,4.2
Gamma Glide Cross String 16 - 62 - Fast,Gamma Glide Cross String 16,62,Fast,Nylon,148.0,19.7,3.2
Volkl Gripper 16 - 62 - Fast,Volkl Gripper 16,62,Fast,Nylon,170.3,21.9,
Volkl Gripper 17 - 62 - Fast,Volkl Gripper 17,62,Fast,Nylon,161.2,22.9,4.4
Alpha Gut 2000 16 - 62 - Fast,Alpha Gut 2000 16,62,Fast,Nylon,180.6,14.4,3.1
Klip Hardcore 16/1.30 - 62 - Fast,Klip Hardcore 16/1.30,62,Fast,Polyester,218.3,46.8,4.7
Head Hawk 17 (1.25) - 62 - Fast,Head Hawk 17 (1.25),62,Fast,Polyester,228.0,28.2,4.7
Tecnifibre HDX Tour 16 (1.30) - 62 - Fast,Tecnifibre HDX Tour 16 (1.30),62,Fast,Nylon/Polyester,165.2,11.7,4.3
Kirschbaum Helix 16 - 62 - Fast,Kirschbaum Helix 16,62,Fast,Polyester,250.3,40.3,5.4
Kirschbaum Helix 17 - 62 - Fast,Kirschbaum Helix 17,62,Fast,Polyester,235.5,37.3,5.4
MSV Hepta-Twist 16 - 62 - Fast,MSV Hepta-Twist 16,62,Fast,Polyester,223.5,43.0,0.0
MSV Hepta-Twist 17 - 62 - Fast,MSV Hepta-Twist 17,62,Fast,Polyester,214.3,42.8,5.7
Polyfibre Hexablade 16L (1.25) - 62 - Fast,Polyfibre Hexablade 16L (1.25),62,Fast,Polyester,221.2,53.5,4.6
Polyfibre Hexablade 17L (1.18) - 62 - Fast,Polyfibre Hexablade 17L (1.18),62,Fast,Polyester,217.2,49.1,5.2
Dunlop Hexy Fiber 16 - 62 - Fast,Dunlop Hexy Fiber 16,62,Fast,Nylon,170.3,22.2,3.6
Dunlop Hexy Fiber 17 - 62 - Fast,Dunlop Hexy Fiber 17,62,Fast,Nylon,169.7,22.4,3.7
Polyfibre Hightec Premium 16/1.30 - 62 - Fast,Polyfibre Hightec Premium 16/1.30,62,Fast,Polyester,207.5,52.3,4.2
Polyfibre Hightec Premium 16L - 62 - Fast,Polyfibre Hightec Premium 16L,62,Fast,Polyester,210.3,52.1,4.4
Polyfibre Hightec Premium 17 - 62 - Fast,Polyfibre Hightec Premium 17,62,Fast,Polyester,200.6,51.3,3.9
Wilson Hollow Core 16 - 62 - Fast,Wilson Hollow Core 16,62,Fast,Nylon,183.5,29.5,3.3
Wilson Hollow Core Pro 16 - 62 - Fast,Wilson Hollow Core Pro 16,62,Fast,Nylon,174.9,28.2,2.2
Wilson Hollow Core Pro 17 - 62 - Fast,Wilson Hollow Core Pro 17,62,Fast,Nylon,174.3,30.1,3.9
Babolat Hurricane Feel 16 - 62 - Fast,Babolat Hurricane Feel 16,62,Fast,Polyester,272.6,27.4,4.7
Babolat Hurricane Feel 17 - 62 - Fast,Babolat Hurricane Feel 17,62,Fast,Polyester,264.0,30.1,4.4
Solinco Hyper-G 16 - 62 - Fast,Solinco Hyper-G 16,62,Fast,Polyester,235.5,21.4,7.0
Signum Pro Hyperion 16 - 62 - Fast,Signum Pro Hyperion 16,62,Fast,Polyester,235.5,39.3,4.6
Signum Pro Hyperion 17 (1.24) - 62 - Fast,Signum Pro Hyperion 17 (1.24),62,Fast,Polyester,232.6,41.2,4.2
Tourna Irradiated 16 - 62 - Fast,Tourna Irradiated 16,62,Fast,Nylon,188.0,21.4,3.0
Dunlop Juice 16 (1.31) - 62 - Fast,Dunlop Juice 16 (1.31),62,Fast,Polyester,249.2,37.0,3.6
Dunlop Juice 17 (1.26) - 62 - Fast,Dunlop Juice 17 (1.26),62,Fast,Polyester,226.9,38.9,3.9
Klip K-Boom 16/1.30 - 62 - Fast,Klip K-Boom 16/1.30,62,Fast,Polyester,262.3,30.8,4.1
Wilson K-Gut 16 - 62 - Fast,Wilson K-Gut 16,62,Fast,Nylon,202.9,17.6,4.4
Wilson K-Gut Pro 16 - 62 - Fast,Wilson K-Gut Pro 16,62,Fast,Nylon,194.3,17.8,1.6
Klip Kicker 16 - 62 - Fast,Klip Kicker 16,62,Fast,Nylon,194.3,25.2,3.7
Klip Legend 16 Uncoated - 62 - Fast,Klip Legend 16 Uncoated,62,Fast,Gut,104.6,12.3,1.2
Ashaway Liberty 16 - 62 - Fast,Ashaway Liberty 16,62,Fast,Nylon,179.5,24.1,4.6
Prince Lightning XX 16 - 62 - Fast,Prince Lightning XX 16,62,Fast,Nylon,202.9,18.4,3.4
Prince Lightning XX 17 - 62 - Fast,Prince Lightning XX 17,62,Fast,Nylon,197.7,16.8,3.5
Gamma Live Wire 16 - 62 - Fast,Gamma Live Wire 16,62,Fast,Nylon/Zyex,177.7,29.9,2.6
Gamma Live Wire XP 16 - 62 - Fast,Gamma Live Wire XP 16,62,Fast,Nylon/Zyex,178.3,22.4,2.6
Kirschbaum Long Life 15 - 62 - Fast,Kirschbaum Long Life 15,62,Fast,Polyester,265.2,46.8,4.6
Head Lynx 16 (1.30) - 62 - Fast,Head Lynx 16 (1.30),62,Fast,Polyester,213.7,38.8,7.0
Dunlop M-Fil Tour 16 - 62 - Fast,Dunlop M-Fil Tour 16,62,Fast,Nylon,182.9,20.7,4.3
Luxilon M2 Plus 130/16 - 62 - Fast,Luxilon M2 Plus 130/16,62,Fast,Polyester,248.0,42.7,
Luxilon M2 Pro 125/16 - 62 - Fast,Luxilon M2 Pro 125/16,62,Fast,Polyester,224.0,41.9,3.6
Weiss Cannon MatchPower 1.25 - 62 - Fast,Weiss Cannon MatchPower 1.25,62,Fast,Polyester,242.3,35.6,3.6
Kirschbaum Max Power 17 (1.25) - 62 - Fast,Kirschbaum Max Power 17 (1.25),62,Fast,Polyester,249.2,19.5,5.4
Gamma Monoblast 16 - 62 - Fast,Gamma Monoblast 16,62,Fast,Polyester,252.6,37.1,3.8
Ashaway MonoGut 16L - 62 - Fast,Ashaway MonoGut 16L,62,Fast,Polyester,229.2,43.1,3.5
Ashaway MonoGut 17 - 62 - Fast,Ashaway MonoGut 17,62,Fast,Polyester,217.2,45.0,3.9
Ashaway MonoGut ZX 16 - 62 - Fast,Ashaway MonoGut ZX 16,62,Fast,Nylon/Zyex,118.3,38.0,4.4
Luxilon Monotec Super Poly 1.25/16L - 62 - Fast,Luxilon Monotec Super Poly 1.25/16L,62,Fast,Polyester,266.3,39.1,3.3
Luxilon Monotec Supersense 16L/1.25 - 62 - Fast,Luxilon Monotec Supersense 16L/1.25,62,Fast,Polyester,241.7,36.5,2.1
Luxilon Monotec Zolo 125/16 - 62 - Fast,Luxilon Monotec Zolo 125/16,62,Fast,Polyester,226.9,40.0,
Luxilon Monotec Zolo 15L - 62 - Fast,Luxilon Monotec Zolo 15L,62,Fast,Polyester,254.3,36.8,4.6
Gamma Moto 16 - 62 - Fast,Gamma Moto 16,62,Fast,Polyester,249.2,25.1,5.8
Tecnifibre Multi-Feel 16 - 62 - Fast,Tecnifibre Multi-Feel 16,62,Fast,Nylon/Polyurethane,178.3,19.2,3.3
Tecnifibre Multi-Feel 17 (1.25) - 62 - Fast,Tecnifibre Multi-Feel 17 (1.25),62,Fast,Nylon/Polyurethane,173.7,18.8,2.6
Gosen Nanoblend 17 - 62 - Fast,Gosen Nanoblend 17,62,Fast,Nylon,148.6,26.9,
Gosen Nanocubic 16 - 62 - Fast,Gosen Nanocubic 16,62,Fast,Nylon,204.6,19.3,4.0
Gosen Nanosilver 17 - 62 - Fast,Gosen Nanosilver 17,62,Fast,Nylon,181.2,21.3,4.5
Wilson Natural Gut 16 - 62 - Fast,Wilson Natural Gut 16,62,Fast,Gut,99.4,16.5,1.3
Wilson Natural Gut 17 - 62 - Fast,Wilson Natural Gut 17,62,Fast,Gut,92.6,12.9,2.2
SuperString Nikita Original 1.25 - 62 - Fast,SuperString Nikita Original 1.25,62,Fast,Polyester,228.6,36.9,3.4
SuperString Nikita Soft 16L - 62 - Fast,SuperString Nikita Soft 16L,62,Fast,Polyester,224.0,40.0,0.0
Tecnifibre NRG2 16 - 62 - Fast,Tecnifibre NRG2 16,62,Fast,Nylon,177.7,15.1,3.2
Tecnifibre NRG2 17/1.24 - 62 - Fast,Tecnifibre NRG2 17/1.24,62,Fast,Nylon,185.7,13.7,3.5
Tecnifibre NRG2 18 (1.18) - 62 - Fast,Tecnifibre NRG2 18 (1.18),62,Fast,Nylon/Polyurethane,172.6,18.3,2.6
Wilson NXT 16 - 62 - Fast,Wilson NXT 16,62,Fast,Nylon,196.6,19.6,3.9
Wilson NXT 17 - 62 - Fast,Wilson NXT 17,62,Fast,Nylon,178.3,20.9,2.0
Wilson NXT Control 16 (1.32) - 62 - Fast,Wilson NXT Control 16 (1.32),62,Fast,Nylon/Polyester,201.2,25.1,3.0
Wilson NXT Duramax 15 (1.40) - 62 - Fast,Wilson NXT Duramax 15 (1.40),62,Fast,Nylon,181.7,14.5,4.5
Wilson NXT Max 16 - 62 - Fast,Wilson NXT Max 16,62,Fast,Nylon,192.0,18.6,2.5
Wilson NXT OS - 62 - Fast,Wilson NXT OS,62,Fast,Nylon,190.3,15.6,2.5
Wilson NXT Tour 16 - 62 - Fast,Wilson NXT Tour 16,62,Fast,Nylon,202.9,18.0,3.8
Wilson NXT Tour 17 - 62 - Fast,Wilson NXT Tour 17,62,Fast,Nylon,198.3,16.8,3.6
Gosen OG Sheep Micro 17 - 62 - Fast,Gosen OG Sheep Micro 17,62,Fast,Nylon,183.5,22.1,3.2
Gosen OG Sheep Micro 18 - 62 - Fast,Gosen OG Sheep Micro 18,62,Fast,Nylon,178.3,20.1,3.2
Gosen OG Sheep Micro Super 16L - 62 - Fast,Gosen OG Sheep Micro Super 16L,62,Fast,Nylon,183.5,19.7,2.7
Gosen OG-Sheep Micro 16 - 62 - Fast,Gosen OG-Sheep Micro 16,62,Fast,Nylon,201.7,20.7,3.4
Wilson Optimus 16 (1.30) - 62 - Fast,Wilson Optimus 16 (1.30),62,Fast,Nylon,153.7,21.5,3.6
Babolat Origin 17 - 62 - Fast,Babolat Origin 17,62,Fast,Nylon,192.0,15.1,6.4
Solinco Outlast 16 - 62 - Fast,Solinco Outlast 16,62,Fast,Polyester,235.5,40.1,6.0
Solinco Outlast 17 - 62 - Fast,Solinco Outlast 17,62,Fast,Polyester,214.3,43.2,5.5
Kirschbaum P2 16/1.30 - 62 - Fast,Kirschbaum P2 16/1.30,62,Fast,Polyester,218.9,37.1,5.2
Kirschbaum P2 17 (1.25) - 62 - Fast,Kirschbaum P2 17 (1.25),62,Fast,Polyester,258.3,31.3,4.9
Kirschbaum P2 17L (1.20) - 62 - Fast,Kirschbaum P2 17L (1.20),62,Fast,Polyester,224.6,40.0,4.8
Head PerfectControl 16 - 62 - Fast,Head PerfectControl 16,62,Fast,Polyolefin,165.2,18.5,2.6
Leopard Plus Control 16 - 62 - Fast,Leopard Plus Control 16,62,Fast,Polyester,249.7,35.9,3.9
Pacific PMX 16L - 62 - Fast,Pacific PMX 16L,62,Fast,Nylon,168.6,21.9,2.0
Pacific PMX 17 - 62 - Fast,Pacific PMX 17,62,Fast,Nylon,165.7,22.5,
Prince Poly EXP 17 - 62 - Fast,Prince Poly EXP 17,62,Fast,Polyester,243.5,39.6,4.4
Pacific Poly Force 16L - 62 - Fast,Pacific Poly Force 16L,62,Fast,Polyester,238.3,40.6,4.5
Pacific Poly Force 17 - 62 - Fast,Pacific Poly Force 17,62,Fast,Polyester,250.3,33.7,4.5
Pacific Poly Force Xtreme 16L - 62 - Fast,Pacific Poly Force Xtreme 16L,62,Fast,Polyester,239.5,37.6,5.0
Polyfibre Poly Hightec 16/1.30 - 62 - Fast,Polyfibre Poly Hightec 16/1.30,62,Fast,Polyester,210.9,55.2,4.1
Polyfibre Poly Hightec 16L - 62 - Fast,Polyfibre Poly Hightec 16L,62,Fast,Polyester,208.6,50.8,4.4
Polyfibre Poly Hightec 17 - 62 - Fast,Polyfibre Poly Hightec 17,62,Fast,Polyester,202.3,51.3,4.0
Polyfibre Poly Hightec 18 - 62 - Fast,Polyfibre Poly Hightec 18,62,Fast,Polyester,192.6,47.5,3.9
Signum Pro Poly Megaforce 16 - 62 - Fast,Signum Pro Poly Megaforce 16,62,Fast,Polyester,252.6,31.6,4.3
Signum Pro Poly Megaforce 17 (1.19) - 62 - Fast,Signum Pro Poly Megaforce 17 (1.19),62,Fast,Polyester,224.0,37.1,4.8
Signum Pro Poly Speed Spin 1.28 - 62 - Fast,Signum Pro Poly Speed Spin 1.28,62,Fast,Polyester,276.6,35.0,4.3
Prince Poly Spin 3D - 62 - Fast,Prince Poly Spin 3D,62,Fast,Polyester,238.9,44.5,3.3
Yonex Poly Tour 130/16 - 62 - Fast,Yonex Poly Tour 130/16,62,Fast,Polyester,256.6,41.8,
Yonex Poly Tour Pro Yellow 16 (1.30) - 62 - Fast,Yonex Poly Tour Pro Yellow 16 (1.30),62,Fast,Polyester,200.6,46.3,3.4
Yonex Poly Tour Pro Yellow 16L (1.25) - 62 - Fast,Yonex Poly Tour Pro Yellow 16L (1.25),62,Fast,Polyester,188.0,50.8,
Yonex Poly Tour Spin G 1.25 - 62 - Fast,Yonex Poly Tour Spin G 1.25,62,Fast,Polyester,252.6,20.7,4.8
Gamma Poly Z 16 - 62 - Fast,Gamma Poly Z 16,62,Fast,Polyester,209.2,46.2,5.4
Signum Pro Poly-Plasma 16L - 62 - Fast,Signum Pro Poly-Plasma 16L,62,Fast,Polyester,254.9,34.1,4.7
Signum Pro Poly-Plasma 17L (1.18) - 62 - Fast,Signum Pro Poly-Plasma 17L (1.18),62,Fast,Polyester,222.3,38.1,5.0
Signum Pro Poly-Plasma Pure 16L - 62 - Fast,Signum Pro Poly-Plasma Pure 16L,62,Fast,Polyester,243.5,38.0,5.6
Signum Pro Poly-Plasma Pure 17 (1.23) - 62 - Fast,Signum Pro Poly-Plasma Pure 17 (1.23),62,Fast,Polyester,227.5,40.5,5.2
Signum Pro Poly-Plasma Pure 17L (1.18) - 62 - Fast,Signum Pro Poly-Plasma Pure 17L (1.18),62,Fast,Polyester,224.0,41.7,
Gosen Polylon 16 - 62 - Fast,Gosen Polylon 16,62,Fast,Polyester,248.0,43.7,4.1
Gosen Polylon 17 (1.24) - 62 - Fast,Gosen Polylon 17 (1.24),62,Fast,Polyester,240.0,42.0,4.3
Gosen Polylon Comfort 16 - 62 - Fast,Gosen Polylon Comfort 16,62,Fast,Polyester,232.0,44.3,5.5
Gosen Polylon PolyBreak 17 (1.24) - 62 - Fast,Gosen Polylon PolyBreak 17 (1.24),62,Fast,Polyester,227.5,41.9,4.2
Gosen Polylon PolyBreak 18 (1.20) - 62 - Fast,Gosen Polylon PolyBreak 18 (1.20),62,Fast,Polyester,193.2,46.9,4.8
Gosen Polylon SP 16 (1.30) - 62 - Fast,Gosen Polylon SP 16 (1.30),62,Fast,Polyester,219.5,46.6,4.0
Gosen Polylon SP 17 (1.24) - 62 - Fast,Gosen Polylon SP 17 (1.24),62,Fast,Polyester,211.5,43.9,4.6
Gosen Polymaster I 16 - 62 - Fast,Gosen Polymaster I 16,62,Fast,Polyester,224.6,42.2,4.7
Gosen Polymaster II 16 - 62 - Fast,Gosen Polymaster II 16,62,Fast,Polyester,206.9,44.2,5.1
Tecnifibre Polyspin 16L - 62 - Fast,Tecnifibre Polyspin 16L,62,Fast,Polyester,254.3,33.6,3.8
Pacific Power Line 16L - 62 - Fast,Pacific Power Line 16L,62,Fast,Nylon,197.7,19.7,3.4
Pacific Power Line 17 - 62 - Fast,Pacific Power Line 17,62,Fast,Nylon,203.5,20.1,3.5
Mantis Power Poly 17 - 62 - Fast,Mantis Power Poly 17,62,Fast,Polyester,230.3,39.1,4.8
Pacific Power Twist 16L - 62 - Fast,Pacific Power Twist 16L,62,Fast,Nylon,182.3,21.1,3.2
Volkl Power-Fiber II 16 - 62 - Fast,Volkl Power-Fiber II 16,62,Fast,Nylon,176.6,22.6,3.2
Volkl Power-Fiber II 17 - 62 - Fast,Volkl Power-Fiber II 17,62,Fast,Nylon,176.6,18.4,2.7
Volkl Power-Fiber II 18 - 62 - Fast,Volkl Power-Fiber II 18,62,Fast,Nylon,184.6,18.4,2.9
Gosen Powermaster I 16 - 62 - Fast,Gosen Powermaster I 16,62,Fast,Nylon,182.9,21.8,3.9
Gosen Powermaster II 16 - 62 - Fast,Gosen Powermaster II 16,62,Fast,Nylon,178.9,20.4,3.7
Prince Premier Control 15 - 62 - Fast,Prince Premier Control 15,62,Fast,Nylon,174.3,17.0,4.6
Prince Premier Control 15L - 62 - Fast,Prince Premier Control 15L,62,Fast,Nylon,172.6,16.9,4.6
Prince Premier Control 16 - 62 - Fast,Prince Premier Control 16,62,Fast,Nylon,179.5,17.2,5.4
Prince Premier Control 17 - 62 - Fast,Prince Premier Control 17,62,Fast,Nylon,172.0,18.0,4.7
Prince Premier LT 17 - 62 - Fast,Prince Premier LT 17,62,Fast,Nylon,174.3,28.1,3.3
Prince Premier LT 18 - 62 - Fast,Prince Premier LT 18,62,Fast,Nylon,168.0,32.6,3.5
Prince Premier Power 16 - 62 - Fast,Prince Premier Power 16,62,Fast,Nylon,172.6,18.7,4.6
Prince Premier Power 17 - 62 - Fast,Prince Premier Power 17,62,Fast,Nylon,166.9,18.0,4.3
Prince Premier Power 18 - 62 - Fast,Prince Premier Power 18,62,Fast,Nylon,164.6,18.8,5.0
Prince Premier Touch 15L - 62 - Fast,Prince Premier Touch 15L,62,Fast,Nylon,154.9,18.3,4.4
Prince Premier Touch 16 - 62 - Fast,Prince Premier Touch 16,62,Fast,Nylon,150.9,18.3,4.1
Prince Premier Touch 17 - 62 - Fast,Prince Premier Touch 17,62,Fast,Nylon,138.9,19.0,4.2
Prince Premier W/ Softflex 17 - 62 - Fast,Prince Premier W/ Softflex 17,62,Fast,Nylon,169.7,21.6,3.2
Prince Premier W/Softflex 16 - 62 - Fast,Prince Premier W/Softflex 16,62,Fast,Nylon,165.7,21.5,3.3
L-Tec Premium 3S 16L (1.25) - 62 - Fast,L-Tec Premium 3S 16L (1.25),62,Fast,Polyester,246.9,27.3,4.0
L-Tec Premium 4S 16L (1.25) - 62 - Fast,L-Tec Premium 4S 16L (1.25),62,Fast,Polyester,262.3,26.7,6.7
L-Tec Premium 5S 16L (1.25) - 62 - Fast,L-Tec Premium 5S 16L (1.25),62,Fast,Polyester,231.5,31.0,4.0
L-Tec Premium OS 17 (1.23) - 62 - Fast,L-Tec Premium OS 17 (1.23),62,Fast,Polyester,250.3,27.8,4.1
Pacific Premium Power X 16L - 62 - Fast,Pacific Premium Power X 16L,62,Fast,Nylon,201.7,18.9,3.3
L-Tec Premium Pro OS 16L - 62 - Fast,L-Tec Premium Pro OS 16L,62,Fast,Polyester,270.3,22.5,4.3
Pacific Prime Natural Gut 16 - 62 - Fast,Pacific Prime Natural Gut 16,62,Fast,Gut,86.3,14.2,4.4
Pacific Prime Natural Gut 16L - 62 - Fast,Pacific Prime Natural Gut 16L,62,Fast,Gut,98.3,12.6,
Babolat Pro Hurricane 16 - 62 - Fast,Babolat Pro Hurricane 16,62,Fast,Polyester,226.3,35.7,
Babolat Pro Hurricane 17 - 62 - Fast,Babolat Pro Hurricane 17,62,Fast,Polyester,215.5,38.3,3.1
Babolat Pro Hurricane 18 - 62 - Fast,Babolat Pro Hurricane 18,62,Fast,Polyester,197.2,38.9,3.3
Babolat Pro Hurricane Tour 16 - 62 - Fast,Babolat Pro Hurricane Tour 16,62,Fast,Polyester,272.6,35.2,5.1
Babolat Pro Hurricane Tour 17 - 62 - Fast,Babolat Pro Hurricane Tour 17,62,Fast,Polyester,251.5,37.3,5.2
Kirschbaum Pro Line I 1.30 - 62 - Fast,Kirschbaum Pro Line I 1.30,62,Fast,Polyester,259.5,41.8,4.4
Kirschbaum Pro Line I 17 (1.25) - 62 - Fast,Kirschbaum Pro Line I 17 (1.25),62,Fast,Polyester,245.2,42.1,4.1
Kirschbaum Pro Line I 17L (1.20) - 62 - Fast,Kirschbaum Pro Line I 17L (1.20),62,Fast,Polyester,237.7,42.1,3.9
Kirschbaum Pro Line I 18L (1.15) - 62 - Fast,Kirschbaum Pro Line I 18L (1.15),62,Fast,Polyester,233.7,38.5,4.4
Kirschbaum Pro Line II 1.30 - 62 - Fast,Kirschbaum Pro Line II 1.30,62,Fast,Polyester,235.5,38.9,5.7
Kirschbaum Pro Line II 17 (1.25) - 62 - Fast,Kirschbaum Pro Line II 17 (1.25),62,Fast,Polyester,227.5,37.9,4.7
Kirschbaum Pro Line II 17L (1.20) - 62 - Fast,Kirschbaum Pro Line II 17L (1.20),62,Fast,Polyester,218.3,40.2,4.8
Kirschbaum Pro Line II 18 (1.15) - 62 - Fast,Kirschbaum Pro Line II 18 (1.15),62,Fast,Polyester,200.6,43.5,4.5
Kirschbaum Pro Line X 16 (1.30) - 62 - Fast,Kirschbaum Pro Line X 16 (1.30),62,Fast,Polyester,262.9,25.2,5.1
Kirschbaum Pro Line X 17 (1.25) - 62 - Fast,Kirschbaum Pro Line X 17 (1.25),62,Fast,Polyester,238.9,33.9,4.8
Tecnifibre Pro Mix 16 - 62 - Fast,Tecnifibre Pro Mix 16,62,Fast,Nylon/Polyester,189.2,31.6,2.6
Tecnifibre Pro Mix 17 - 62 - Fast,Tecnifibre Pro Mix 17,62,Fast,Nylon/Polyester,189.2,28.0,3.7
Tecnifibre Pro Red Code 16 - 62 - Fast,Tecnifibre Pro Red Code 16,62,Fast,Polyester,259.5,30.7,4.9
Tecnifibre Pro Red Code 17 - 62 - Fast,Tecnifibre Pro Red Code 17,62,Fast,Polyester,242.3,34.4,4.8
Tecnifibre Pro Red Code 18 - 62 - Fast,Tecnifibre Pro Red Code 18,62,Fast,Polyester,228.0,34.6,5.0
Gamma Prodigy 16 - 62 - Fast,Gamma Prodigy 16,62,Fast,Nylon,188.0,22.0,3.5
Gamma Professional 16 - 62 - Fast,Gamma Professional 16,62,Fast,Nylon/Zyex,172.0,24.3,2.4
Gamma Professional 17 - 62 - Fast,Gamma Professional 17,62,Fast,Nylon,167.4,22.0,2.8
IsoSpeed Professional Classic 17 - 62 - Fast,IsoSpeed Professional Classic 17,62,Fast,Polyolefin,133.7,24.8,1.6
Gamma Professional Spin 16 - 62 - Fast,Gamma Professional Spin 16,62,Fast,Nylon/Zyex,186.9,22.1,2.7
IsoSpeed Pulse 16 - 62 - Fast,IsoSpeed Pulse 16,62,Fast,Polyester,192.6,51.9,4.7
IsoSpeed Pulse 17 - 62 - Fast,IsoSpeed Pulse 17,62,Fast,Polyester,185.7,48.0,
SuperString Pure Control V8 17 - 62 - Fast,SuperString Pure Control V8 17,62,Fast,Polyester,205.7,40.5,
IsoSpeed Pyramid 16 - 62 - Fast,IsoSpeed Pyramid 16,62,Fast,Polyester,203.5,48.1,7.0
Y-Tex Quadro Twist 16L - 62 - Fast,Y-Tex Quadro Twist 16L,62,Fast,Polyester,214.3,35.2,6.2
Tourna Quasi-Gut 16 - 62 - Fast,Tourna Quasi-Gut 16,62,Fast,Nylon,181.7,22.6,0.0
Double AR Raptor 1.27 - 62 - Fast,Double AR Raptor 1.27,62,Fast,Polyester,243.5,20.5,5.3
Tecnifibre Razor Code 16 (1.30) - 62 - Fast,Tecnifibre Razor Code 16 (1.30),62,Fast,Polyester,275.5,24.1,4.2
Wilson Reaction 16 - 62 - Fast,Wilson Reaction 16,62,Fast,Nylon,170.3,24.4,2.4
Prince Recoil 16 - 62 - Fast,Prince Recoil 16,62,Fast,Nylon,200.6,21.7,3.4
Wilson Red Alert 16 - 62 - Fast,Wilson Red Alert 16,62,Fast,Nylon,225.7,17.3,3.0
Head Reflex MLT 16 (1.30) - 62 - Fast,Head Reflex MLT 16 (1.30),62,Fast,Nylon,180.0,20.2,5.1
Gamma Revelation 16 - 62 - Fast,Gamma Revelation 16,62,Fast,Nylon/Zyex,186.9,22.5,
Babolat Revenge 16 - 62 - Fast,Babolat Revenge 16,62,Fast,Polyester,305.8,32.3,
Babolat Revenge 17 - 62 - Fast,Babolat Revenge 17,62,Fast,Polyester,258.9,39.0,
Solinco Revolution 16 - 62 - Fast,Solinco Revolution 16,62,Fast,Polyester,243.5,39.9,6.4
Solinco Revolution 17 - 62 - Fast,Solinco Revolution 17,62,Fast,Polyester,220.6,42.9,6.6
Wilson Revolve 17 (1.25) - 62 - Fast,Wilson Revolve 17 (1.25),62,Fast,Polyester,209.7,32.0,7.7
Head RIP Control 16 - 62 - Fast,Head RIP Control 16,62,Fast,Nylon/Polyolefin,182.9,21.1,2.6
Head RIP PerfectPower 16 - 62 - Fast,Head RIP PerfectPower 16,62,Fast,Nylon/Polyolefin,170.9,21.1,2.3
Wilson Ripspin 15 - 62 - Fast,Wilson Ripspin 15,62,Fast,Polyester,243.5,33.6,4.9
Wilson Ripspin 16 - 62 - Fast,Wilson Ripspin 16,62,Fast,Polyester,240.6,30.0,5.2
Wilson Ripspin 17 - 62 - Fast,Wilson Ripspin 17,62,Fast,Polyester,235.5,28.2,5.2
Babolat RPM Blast 16 - 62 - Fast,Babolat RPM Blast 16,62,Fast,Polyester,274.3,35.8,4.5
Babolat RPM Blast 17/1.25 - 62 - Fast,Babolat RPM Blast 17/1.25,62,Fast,Polyester,257.7,24.4,4.6
Babolat RPM Dual 16 - 62 - Fast,Babolat RPM Dual 16,62,Fast,Polyester,262.9,27.4,4.6
Babolat RPM Team 16 Black - 62 - Fast,Babolat RPM Team 16 Black,62,Fast,Polyester,298.3,17.5,3.9
